"ID","name","age","Sex","Civil Status","Having Degree","JOB ROLE","Department","Work From","Work To","Tenure(Years)","Salary(Rs)","Bonus","Claims","Worked Prject","NoOfLeaves","Distance(km)","NonSchoolGoingDep","NoOfChildren","NoOfComplaints","Reason to Leave","Churn"
"E002351","O.T.De Silva","27","Female","Single","No","IT","IT","1978-07-14","2002-06-18","24","20500.0","567","3873","Btaf","15","5.792","0","0","3","","0"
"E002352","N.E.H.Perera","41","Female","Single","No","Junior Designer","Software","1981-02-21","1992-12-18","11","30600.0","519","2104","Trico","1","39.667","2","0","4","Travelling Problem","1"
"E002353","R.G.Warnapura","32","Female","Married","Yes","Tech Lead","Software","1983-04-24","1992-06-28","9","75000.0","4995","2298","Covance","2","22.928","0","0","5","Travelling Problem","1"
"E002354","Q.J.J.Samarasinghe","30","Female","Single","No","IT Trainee","IT","1972-05-29","1976-08-03","4","20500.0","369","2890","Interplan","15","42.013","1","0","3","Travelling Problem","1"
"E002355","W.F.F.B.G.Soertsz","43","Female","Single","No","","","1978-09-19","2009-01-08","31","0.0","0","3726","Incident Management System","5","34.118","0","0","4","Travelling Problem","1"
"E002356","P.W.M.K.F.George","40","Male","Single","No","Software Engineering Intern","Software","1972-07-24","1979-04-09","7","26700.0","467","5030","Risk Management System","1","7.176","1","0","0","","0"
"E002357","T.O.A.V.Pathirana","44","Female","Married","No","Software Tester","Software","1995-01-25","2014-07-04","19","20500.0","216","7203","Trico","19","62.744","0","3","2","Lack of benefits","1"
"E002358","E.P.Z.Daniel","35","Male","Single","Yes","HR Manager","HR","1994-03-19","2006-08-23","12","58700.0","1874","6416","Interplan","17","99.107","2","0","0","","0"
"E002359","Y.N.Q.Seram","32","Male","Single","No","Junior Business Analyst","Financial","2002-05-13","2003-04-02","1","22500.0","207","8231","Btaf","5","89.497","0","0","0","Travelling and Salary Problem","1"
"E002360","A.Samarasinghe","25","Female","Single","Yes","Software Architecturer","Planning","1978-03-18","2000-09-10","22","80400.0","1457","5607","Ethna","19","38.947","2","0","4","Travelling Problem","1"
"E002361","R.O.W.Nanadasiri","37","Female","Single","No","Software Engineering Intern","Software","2010-12-12","2013-03-30","3","26700.0","422","7487","Budget Management Centre","9","4.958","0","0","3","","0"
"E002362","Y.F.Jayasuriya","49","Female","Married","No","Developer Intern","Software","2004-01-16","2014-09-12","10","27600.0","465","6112","Btaf","4","60.773","3","0","1","Lack of benefits","1"
"E002363","L.K.Q.H.I.Fernando","47","Male","Single","Yes","","","2006-08-01","2007-03-14","1","0.0","0","3154","Incident Management System","2","44.535","2","0","1","","0"
"E002364","K.Nanadasiri","29","Male","Single","No","Developer Intern","Software","2004-01-28","2013-07-14","9","27600.0","350","4379","Risk Management System","11","28.475","1","0","0","","0"
"E002365","W.V.R.Kapukotuwa","49","Female","Single","No","IT","IT","2001-07-05","2014-03-20","13","20500.0","451","7006","Btaf","12","82.73","1","0","4","Travelling Problem","1"
"E002366","S.Sarathchandra","23","Female","Single","No","Software Engineering Intern","Software","1979-09-12","2006-03-13","27","26700.0","450","7444","Claim Administration System Migration","11","34.205","2","0","0","","0"
"E002367","M.A.R.M.Bandaranayake","35","Female","Single","Yes","Software Architecturer","Planning","1995-02-27","2009-01-17","14","80400.0","4193","9832","CAT Migration","0","95.372","2","0","5","Travelling Problem","1"
"E002368","C.P.C.Samarasinghe","44","Female","Single","No","IT Trainee","IT","1983-07-02","1985-06-30","2","20500.0","232","7494","Interplan","0","30.652","2","0","4","Travelling Problem","1"
"E002369","A.P.Samarasinghe","24","Female","Single","Yes","Senior Business Analyst","Financial","1994-06-05","2003-12-22","9","72300.0","9139","7877","Ethna","10","35.04","2","0","3","Travelling Problem","1"
"E002370","G.T.H.R.Jayasuriya","47","Female","Married","No","IT Trainee","IT","1976-04-29","1993-01-06","17","20500.0","279","6363","Trico","9","24.388","0","4","1","Lack of benefits","1"
"E002371","R.V.G.Gunarathna","48","Female","Married","Yes","IT Project Leader","IT","1990-12-31","2007-04-02","17","78300.0","2563","8919","Ethna","9","72.407","5","0","2","Lack of benefits","1"
"E002372","M.K.Motha","49","Female","Single","Yes","IT Manager","IT","1991-01-11","1999-02-10","8","73500.0","3681","8235","Btaf","13","27.519","0","0","4","Travelling Problem","1"
"E002373","A.D.De Vaas","35","Male","Married","No","IT Trainee","IT","1983-09-20","2002-01-12","19","20500.0","226","6376","Ethna","15","51.095","0","2","2","Personal Reason","1"
"E002374","S.Anand","31","Female","Married","No","IT","IT","1992-08-16","2009-01-31","17","20500.0","483","1002","CAT Migration","6","24.333","5","3","1","Lack of benefits","1"
"E002375","O.E.M.Gunawardene","29","Male","Single","Yes","Software Engineer","IT","1985-11-20","2004-02-08","19","88550.0","14447","9019","Claim Administration System Migration","7","33.878","2","0","1","Personal Reason","1"
"E002376","Q.Samarasinghe","23","Female","Married","No","IT Officer - Intern","IT","1981-10-16","2000-10-13","19","25400.0","347","9973","Btaf","14","18.679","4","5","0","","0"
"E002377","B.R.N.Nanadasiri","31","Female","Single","No","IT","IT","2007-07-29","2014-10-20","7","20500.0","572","7730","CAT Migration","0","25.214","2","0","4","Travelling Problem","1"
"E002378","P.B.Senarathna","41","Female","Single","No","IT Officer - Intern","IT","2000-10-27","2011-10-06","11","25400.0","358","9325","Covance","11","89.146","1","0","5","Travelling Problem","1"
"E002379","F.B.A.I.Darwin","48","Female","Single","No","","","1992-10-29","2003-04-22","11","0.0","0","2561","Claim Administration System Migration","0","19.494","0","0","3","Travelling Problem","1"
"E002380","H.F.C.De Silva","48","Female","Single","Yes","Finance Manager","Financial","2004-11-04","2013-10-18","9","120700.0","6997","1057","New York Life","11","44.061","2","0","4","Travelling Problem","1"
"E002381","S.G.V.Senarathna","39","Female","Single","No","IT Officer - Intern","IT","2002-06-19","2011-01-22","9","25400.0","302","3720","Risk Management System","1","82.959","0","0","5","Travelling Problem","1"
"E002382","D.J.Zoysa","40","Female","Single","No","Junior Business Analyst","Financial","2006-10-25","2007-02-16","1","22500.0","245","1961","Claim Administration System Migration","4","42.12","0","0","5","Travelling Problem","1"
"E002383","V.E.Jayasuriya","28","Male","Single","No","Software Tester","Software","1999-01-23","2006-01-17","7","20500.0","332","6853","Btaf","8","90.381","0","0","0","Left the country","1"
"E002384","G.C.Rodrigo","45","Male","Married","No","IT Trainee","IT","1982-02-22","2012-06-12","30","20500.0","332","4310","Hazard Management System","17","12.181","4","3","3","","0"
"E002385","Q.K.Senarathna","37","Female","Single","No","Junior Business Analyst","Financial","1984-02-29","2011-08-10","27","22500.0","201","3920","Budget Management Centre","8","59.857","0","0","5","Travelling Problem","1"
"E002386","Y.D.Y.Rajapaksha","43","Male","Single","No","Software Engineering Intern","Software","2009-04-23","2011-09-12","2","26700.0","324","9522","Incident Management System","19","91.96","2","0","3","Personal Reason","1"
"E002387","F.E.B.Silva","33","Male","Married","No","Software Engineering Intern","Software","2002-06-06","2013-12-20","11","26700.0","356","9213","Btaf","20","72.428","3","5","5","Low salary and Lack of benefits","1"
"E002388","Z.R.Gunawardene","42","Female","Single","No","IT Trainee","IT","1989-09-10","1993-01-19","4","20500.0","298","3189","CAT Migration","15","29.455","2","0","3","Travelling Problem","1"
"E002389","X.O.Q.Jayasuriya","23","Female","Single","No","Junior Designer","Software","1983-12-21","1991-02-06","8","30600.0","505","7693","Covance","7","26.176","2","0","1","","0"
"E002390","C.F.Z.Samararathna","25","Female","Single","Yes","Accountant","Financial","1989-01-21","1992-01-20","3","90700.0","10287","7052","New York Life","8","3.071","0","0","1","","0"
"E002391","S.E.M.George","44","Female","Married","No","Software Tester","Software","1985-05-09","1999-01-12","14","20500.0","246","4694","Incident Management System","16","59.025","2","3","2","Lack of benefits","1"
"E002392","C.Kodithuwakku","46","Female","Married","Yes","QA Mananger","QA","2004-03-11","2015-01-06","11","82600.0","2113","7132","CAT Migration","8","39.628","1","1","2","Lack of benefits","1"
"E002393","L.B.Bandaranayake","35","Male","Married","No","","","1986-04-20","2008-03-03","22","0.0","0","5517","Btaf","1","15.063","4","4","1","Personal Reason","1"
"E002394","Y.Zoysa","31","Female","Single","No","Software Engineering Intern","Software","2006-03-29","2013-01-05","7","26700.0","404","5060","Risk Management System","17","60.276","0","0","4","Travelling Problem","1"
"E002395","B.L.R.Gunawardene","33","Male","Married","Yes","Software Architecturer","Planning","1973-12-25","1996-01-23","23","80400.0","8676","7902","Ethna","11","66.354","3","0","2","Personal Reason","1"
"E002396","T.Gunarathna","28","Male","Married","No","","","1984-11-07","2003-11-19","19","0.0","0","9525","Incident Management System","19","67.318","3","2","3","Low salary and Lack of benefits","1"
"E002397","S.O.Perera","21","Female","Married","Yes","IT Manager","IT","1996-12-11","2005-08-20","9","73500.0","1413","6496","Budget Management Centre","5","58.197","2","1","1","","0"
"E002398","G.X.De Souza","45","Female","Married","No","","","1980-09-16","2004-02-19","24","0.0","0","1965","Incident Management System","1","56.796","4","0","2","Lack of benefits","1"
"E002399","C.N.F.Seram","21","Female","Single","Yes","Tech Lead","Software","1980-07-29","1984-01-19","4","75000.0","1324","8414","Interplan","1","91.582","0","0","1","Personal Reason","1"
"E002400","V.U.V.Warnapura","49","Female","Married","No","Software Engineering Intern","Software","1985-02-23","1998-04-30","13","26700.0","538","3733","Trico","19","72.979","1","4","3","Lack of benefits","1"
"E002401","Y.J.George","43","Male","Single","No","Developer Intern","Software","1999-01-08","2003-03-06","4","27600.0","333","5499","Budget Management Centre","12","90.857","0","0","6","Personal Reason","1"
"E002402","L.N.Seram","28","Male","Single","Yes","Senior Designer","Software","1997-06-19","2000-06-22","3","67600.0","2067","7607","Claim Administration System Migration","6","53.332","2","0","6","Personal Reason","1"
"E002403","G.J.Gunarathna","35","Female","Single","No","Junior Business Analyst","Financial","1998-05-16","2004-12-04","6","22500.0","365","1484","New York Life","19","82.672","0","0","5","Travelling Problem","1"
"E002404","D.S.B.T.F.Mendis","24","Male","Married","Yes","QA Mananger","QA","2009-01-09","2014-05-07","5","82600.0","3188","9134","Btaf","20","48.806","1","4","8","Personal Reason","1"
"E002405","K.H.Pathirana","38","Female","Single","Yes","Assistant Accountant","Financial","2007-05-26","2013-11-16","6","67500.0","3184","6854","Risk Management System","11","84.966","1","0","5","Travelling Problem","1"
"E002406","J.L.Wickramasinghe","36","Female","Single","No","Developer Intern","Software","1980-01-21","2004-07-27","24","27600.0","435","4595","Risk Management System","20","65.624","2","0","3","Travelling Problem","1"
"E002407","E.Abdulla","50","Female","Married","No","IT Trainee","IT","2001-01-01","2003-09-08","2","20500.0","309","9234","Budget Management Centre","3","93.053","2","4","3","Lack of benefits","1"
"E002408","O.V.Anand","46","Female","Married","No","","","2008-06-09","2012-06-01","4","0.0","0","6623","Claim Administration System Migration","5","83.023","2","3","2","Lack of benefits","1"
"E002409","K.N.G.A.Senanayake","31","Female","Single","Yes","Software Engineer","IT","2007-01-27","2012-04-30","5","88550.0","7891","4167","Incident Management System","19","32.722","0","0","4","Travelling Problem","1"
"E002410","I.U.Madasekera","46","Male","Single","Yes","System Analyst","Planning","1972-04-05","2007-08-13","35","91250.0","16843","3305","Telemar","17","94.838","1","0","7","Personal Reason","1"
"E002411","L.R.Madasekera","26","Female","Married","Yes","IT Manager","IT","1982-05-01","2001-01-08","19","73500.0","4397","9860","Covance","11","12.322","0","2","3","Lack of benefits","1"
"E002412","F.N.Gunarathna","46","Female","Single","No","","","2001-05-23","2009-07-12","8","0.0","0","7281","Trico","13","96.43","1","0","3","Travelling Problem","1"
"E002413","I.U.Kodithuwakku","21","Female","Single","No","Junior Business Analyst","Financial","1980-08-05","1986-08-24","6","22500.0","318","1740","Claim Administration System Migration","17","31.832","1","0","7","Personal Reason","1"
"E002414","X.L.P.E.Sirisena","40","Female","Married","Yes","System Admin","IT","1996-08-31","2001-07-10","5","58700.0","3472","2866","Covance","1","99.35","3","5","2","Lack of benefits","1"
"E002415","Z.O.B.H.Kapukotuwa","30","Male","Single","No","Junior Business Analyst","Financial","1988-06-04","2000-08-18","12","22500.0","316","8770","Interplan","17","56.768","0","0","0","Left the country","1"
"E002416","E.Zoysa","49","Female","Single","No","Developer Intern","Software","2001-10-21","2012-03-21","11","27600.0","440","8257","Hazard Management System","16","65.017","2","0","3","Travelling Problem","1"
"E002417","X.F.Gunarathna","34","Female","Single","Yes","IT Project Leader","IT","1983-05-21","1994-04-11","11","78300.0","3133","2452","Risk Management System","2","62.047","2","0","3","Travelling Problem","1"
"E002418","N.Rajakaruna","30","Female","Single","Yes","Accountant","Financial","1993-06-22","2010-04-06","17","90700.0","13192","1898","CAT Migration","11","61.953","2","0","5","Travelling Problem","1"
"E002419","F.L.Kapugedara","49","Female","Single","No","Software Engineering Intern","Software","1986-03-27","2003-01-17","17","26700.0","331","8026","New York Life","8","16.285","0","0","3","Travelling Problem","1"
"E002420","A.Anand","29","Male","Married","Yes","Software Engineer","IT","1975-02-22","2003-02-19","28","88550.0","13263","2175","CAT Migration","16","64.519","4","4","3","","0"
"E002421","B.M.B.Seram","38","Female","Single","No","IT Trainee","IT","2003-10-22","2011-05-21","8","20500.0","395","5033","Claim Administration System Migration","9","73.799","0","0","5","Travelling Problem","1"
"E002422","Q.Madasekera","28","Female","Married","No","Junior Business Analyst","Financial","1994-07-29","1997-01-26","3","22500.0","287","9516","Incident Management System","2","75.385","0","2","1","Lack of benefits","1"
"E002423","D.R.I.Samararathna","43","Female","Married","No","Sales Executive","Financial","1982-06-16","1991-09-05","9","31500.0","650","1687","Hazard Management System","2","61.608","2","0","1","Lack of benefits","1"
"E002424","L.U.Kapukotuwa","47","Female","Single","No","Software Engineering Intern","Software","1976-02-28","1984-04-25","8","26700.0","483","3528","Claim Administration System Migration","8","90.403","0","0","4","Travelling Problem","1"
"E002425","J.Q.S.U.Rajapaksha","35","Female","Single","No","Software Tester","Software","1992-11-29","1994-03-08","2","20500.0","233","9735","Risk Management System","7","96.008","1","0","5","Travelling Problem","1"
"E002426","I.Kapugedara","21","Female","Single","No","IT","IT","1999-11-18","2008-04-21","9","20500.0","521","1819","New York Life","14","49.108","2","0","0","","0"
"E002427","Q.V.U.Jayasuriya","49","Female","Single","No","Software Engineering Intern","Software","2004-02-22","2005-02-26","1","26700.0","505","4270","CAT Migration","10","6.651","1","0","6","Personal Reason","1"
"E002428","I.D.G.Sarathchandra","32","Female","Single","No","Junior Business Analyst","Financial","2004-04-05","2007-07-31","3","22500.0","364","6447","New York Life","3","33.823","1","0","4","Travelling Problem","1"
"E002429","U.W.X.Karunarathna","37","Male","Single","Yes","Finance Manager","Financial","1993-08-27","2001-12-31","8","120700.0","10125","7692","Telemar","13","85.12","2","0","7","Personal Reason","1"
"E002430","R.X.F.Karunarathna","36","Male","Single","No","Software Engineering Intern","Software","1973-04-19","1995-07-04","22","26700.0","377","1180","Budget Management Centre","18","94.611","2","0","0","","0"
"E002431","G.Rajakaruna","20","Female","Married","Yes","Accountant","Financial","2000-01-14","2006-01-12","6","90700.0","6089","8283","Hazard Management System","10","64.082","1","4","2","Personal Reason","1"
"E002432","G.R.K.Rajapaksha","33","Female","Married","No","Software Tester","Software","2010-08-11","2011-05-03","1","20500.0","268","2199","Covance","1","39.21","0","1","5","Salary Problem","1"
"E002433","H.X.G.Wijepala","50","Female","Married","Yes","IT App Man","IT","1999-12-05","2002-10-09","3","53000.0","2687","3931","Ethna","8","30.404","0","1","5","Travelling Problem","1"
"E002434","D.W.Rajakaruna","37","Female","Single","No","IT Officer - Intern","IT","1987-12-20","2005-12-01","18","25400.0","300","2960","Risk Management System","13","38.812","0","0","3","Travelling Problem","1"
"E002435","S.Rayen","36","Female","Single","No","Software Tester","Software","1992-03-06","1995-01-20","3","20500.0","417","1174","Interplan","1","18.135","2","0","5","Travelling Problem","1"
"E002436","O.F.R.Viswanathan","48","Female","Single","Yes","Software Engineer","IT","1994-12-08","2003-10-13","9","88550.0","13437","5823","Claim Administration System Migration","9","12.624","0","0","5","Travelling Problem","1"
"E002437","V.A.Darwin","27","Female","Single","Yes","Senior Designer","Software","2004-06-12","2012-04-12","8","67600.0","5213","3660","Covance","13","97.962","0","0","3","Travelling Problem","1"
"E002438","M.Z.De Souza","20","Male","Married","Yes","QA Mananger","QA","1983-09-15","1985-06-02","2","82600.0","2644","5069","Claim Administration System Migration","8","70.824","4","2","7","Personal Reason","1"
"E002439","T.Senarathna","43","Female","Single","No","IT","IT","2009-04-30","2011-09-02","2","20500.0","354","3857","Interplan","3","14.513","1","0","3","Travelling Problem","1"
"E002440","A.M.J.F.R.Gunarathna","41","Male","Married","No","IT","IT","1983-01-08","1998-01-27","15","20500.0","524","6786","Ethna","14","80.812","3","4","2","","0"
"E002441","Z.P.D.A.Soertsz","48","Male","Married","No","Software Tester","Software","1984-02-06","1998-05-31","14","20500.0","212","8498","Interplan","10","29.698","0","5","2","","0"
"E002442","E.B.Rajakaruna","27","Male","Single","Yes","IT App Man","IT","2007-10-16","2008-06-11","1","53000.0","4987","7038","CAT Migration","10","48.116","2","0","3","","0"
"E002443","N.Hettiarachchi","38","Female","Married","No","Software Tester","Software","1986-08-17","2008-06-18","22","20500.0","467","4027","Btaf","7","45.401","0","2","1","Lack of benefits","1"
"E002444","W.Viswanathan","34","Male","Married","Yes","IT Project Leader","IT","1972-10-27","2013-07-17","41","78300.0","7532","2751","Covance","1","4.405","4","1","0","","0"
"E002445","K.X.Arafat","33","Female","Single","Yes","Software Architecturer","Planning","1989-08-08","1997-11-22","8","80400.0","9171","2122","Telemar","10","22.204","1","0","4","Travelling Problem","1"
"E002446","A.A.Z.Q.Abdulla","23","Female","Married","Yes","Software Architecturer","Planning","2003-08-28","2008-03-17","5","80400.0","8224","2304","Trico","19","44.155","0","3","0","","0"
"E002447","V.Rodrigo","34","Female","Single","Yes","QA Mananger","QA","1993-12-24","2003-03-20","10","82600.0","2404","6934","Btaf","0","88.511","2","0","4","Travelling Problem","1"
"E002448","R.M.G.Seram","21","Female","Single","No","Sales Executive","Financial","2007-11-28","2014-10-10","7","31500.0","759","2876","Btaf","6","93.488","2","0","0","","0"
"E002449","O.D.E.Senarathna","29","Female","Married","No","Software Tester","Software","1983-06-03","2010-11-12","27","20500.0","385","7947","Budget Management Centre","15","68.836","4","5","1","Lack of benefits","1"
"E002450","J.N.N.Gunarathna","38","Male","Single","No","Junior Designer","Software","1995-04-06","2004-11-02","9","30600.0","406","1701","Budget Management Centre","10","31.611","2","0","1","","0"
"E002451","J.H.De Silva","49","Male","Single","No","Junior Business Analyst","Financial","1996-03-04","1999-07-14","3","22500.0","310","1420","Telemar","14","83.561","1","0","0","","0"
"E002452","B.M.Motha","49","Female","Married","No","","","1992-09-05","1996-01-30","4","0.0","0","2817","Ethna","16","12.533","1","0","2","Salary Problem","1"
"E002453","Z.Y.C.Karunarathna","25","Female","Single","No","","","1987-04-03","1994-07-30","7","0.0","0","2245","Ethna","0","14.914","0","0","3","Travelling Problem","1"
"E002454","J.Premasiri","27","Female","Married","No","IT Officer - Intern","IT","1973-03-19","1992-08-16","19","25400.0","360","2010","New York Life","13","99.969","1","3","3","Lack of benefits","1"
"E002455","X.C.M.Rajakaruna","20","Female","Single","No","Junior Business Analyst","Financial","1975-09-10","1992-01-21","17","22500.0","323","6590","Incident Management System","8","63.077","2","0","3","","0"
"E002456","C.O.Silva","43","Female","Single","Yes","Senior Designer","Software","1981-12-19","1983-12-13","2","67600.0","6514","6532","Budget Management Centre","14","4.822","2","0","4","Personal Reason","1"
"E002457","G.H.O.W.Wickramasinghe","35","Female","Single","Yes","Assistant Accountant","Financial","1972-03-28","1987-09-28","15","67500.0","2542","6859","Budget Management Centre","16","65.186","0","0","3","Travelling Problem","1"
"E002458","E.Z.O.W.W.Seram","49","Female","Single","Yes","IT Manager","IT","1974-09-08","2006-02-28","32","73500.0","8476","7631","Btaf","13","31.906","0","0","3","Travelling Problem","1"
"E002459","S.M.G.Seram","45","Female","Married","No","Software Tester","Software","1995-05-19","1999-01-05","4","20500.0","412","6227","Ethna","14","50.28","5","4","1","Lack of benefits","1"
"E002460","N.G.Zoysa","32","Female","Single","No","Junior Business Analyst","Financial","1986-01-10","2010-11-13","24","22500.0","348","9587","Hazard Management System","17","31.959","1","0","5","Travelling Problem","1"
"E002461","H.U.Jayasuriya","47","Female","Single","Yes","IT App Man","IT","2009-03-13","2010-05-13","1","53000.0","4419","5327","Risk Management System","4","80.901","2","0","5","Travelling Problem","1"
"E002462","P.O.O.Kodithuwakku","43","Female","Single","No","Developer Intern","Software","1988-05-21","2008-06-25","20","27600.0","416","9440","Claim Administration System Migration","16","58.608","0","0","5","Travelling Problem","1"
"E002463","E.P.U.Seram","34","Female","Married","No","Junior Designer","Software","2007-02-26","2008-04-30","1","30600.0","596","3870","CAT Migration","17","61.592","1","4","2","Lack of benefits","1"
"E002464","R.I.Sarathchandra","44","Female","Single","No","IT Officer - Intern","IT","1978-05-19","1995-07-24","17","25400.0","355","1890","Btaf","3","68.729","2","0","3","Travelling Problem","1"
"E002465","C.O.S.Bandaranayake","43","Female","Single","Yes","System Admin","IT","1985-11-11","1997-02-07","12","58700.0","5901","7079","Incident Management System","20","50.117","2","0","3","Travelling Problem","1"
"E002466","P.B.T.Darwin","27","Female","Single","No","Junior Business Analyst","Financial","1982-02-27","2003-08-21","21","22500.0","205","7768","Covance","15","74.616","0","0","4","Travelling Problem","1"
"E002467","B.Anand","20","Female","Married","No","Junior Designer","Software","1985-04-14","1993-09-19","8","30600.0","576","5135","Covance","10","55.627","3","3","2","Personal Reason","1"
"E002468","B.R.Soertsz","48","Female","Single","Yes","Software Engineer","IT","2006-04-05","2012-12-22","6","88550.0","7447","5212","Ethna","20","19.297","2","0","5","Travelling Problem","1"
"E002469","F.U.T.Rajapaksha","45","Female","Single","No","Software Tester","Software","1978-11-16","1987-04-23","9","20500.0","310","4376","Trico","5","72.939","1","0","5","Travelling Problem","1"
"E002470","C.L.Anand","20","Female","Single","No","Junior Business Analyst","Financial","1993-01-23","1996-12-27","3","22500.0","281","1661","Claim Administration System Migration","2","10.442","1","0","3","","0"
"E002471","O.R.N.I.D.Anand","20","Female","Single","Yes","IT Manager","IT","2001-10-02","2003-02-27","2","73500.0","7046","5924","Trico","3","2.219","2","0","2","","0"
"E002472","E.Warnapura","26","Male","Married","No","Junior Designer","Software","2003-06-19","2010-06-18","7","30600.0","552","6181","Btaf","1","41.295","0","4","3","Low salary and Lack of benefits","1"
"E002473","N.Y.A.E.Senanayake","48","Female","Single","No","Junior Designer","Software","2004-01-19","2011-07-22","7","30600.0","491","3961","Risk Management System","11","4.677","1","0","1","","0"
"E002474","H.T.Darwin","35","Male","Single","Yes","Software Engineer","IT","1970-02-24","2011-09-14","41","88550.0","11681","9368","Hazard Management System","8","20.01","0","0","0","","0"
"E002475","V.Jayasuriya","26","Female","Single","No","Sales Executive","Financial","1996-08-20","2013-10-07","17","31500.0","736","1725","Interplan","4","4.74","1","0","0","","0"
"E002476","D.Z.Silva","24","Female","Single","No","IT Trainee","IT","1992-06-17","1996-06-14","4","20500.0","260","5259","Covance","2","40.7","0","0","5","Travelling Problem","1"
"E002477","L.D.Arafat","42","Female","Married","Yes","Tech Lead","Software","2000-04-24","2001-09-02","1","75000.0","1627","1732","Ethna","5","67.903","3","3","3","Lack of benefits","1"
"E002478","L.Y.Gunawardene","33","Female","Married","No","IT Trainee","IT","1999-10-22","2014-03-02","15","20500.0","400","6650","Claim Administration System Migration","2","10.564","5","1","1","Lack of benefits","1"
"E002479","Y.Rajapaksha","26","Female","Single","No","Developer Intern","Software","1996-01-10","1998-07-12","2","27600.0","459","8370","Interplan","20","75.418","0","0","3","Travelling Problem","1"
"E002480","D.T.O.Anand","42","Female","Married","No","IT Officer - Intern","IT","1997-08-17","1998-02-26","1","25400.0","322","5806","CAT Migration","2","97.117","2","1","1","Lack of benefits","1"
"E002481","U.M.T.De Vaas","26","Female","Single","No","Developer Intern","Software","1997-09-19","2007-01-08","10","27600.0","385","2503","Incident Management System","4","15.967","1","0","5","Travelling Problem","1"
"E002482","R.George","20","Female","Married","No","Developer Intern","Software","2001-12-02","2007-09-26","6","27600.0","475","4386","Telemar","3","52.6","0","1","0","","0"
"E002483","R.K.Q.Sirisena","22","Female","Married","No","IT Officer - Intern","IT","2002-09-21","2009-11-08","7","25400.0","344","6639","Btaf","20","75.896","1","1","0","","0"
"E002484","Q.B.J.L.Mendis","35","Male","Single","No","Software Engineering Intern","Software","1974-08-18","1995-03-04","21","26700.0","533","2835","Trico","20","40.633","2","0","3","","0"
"E002485","H.G.C.Warnapura","39","Female","Married","Yes","Tech Lead","Software","1987-01-01","1996-09-27","9","75000.0","7257","4613","New York Life","8","32.898","5","2","2","Lack of benefits","1"
"E002486","P.N.Darwin","36","Female","Single","No","Junior Designer","Software","1994-10-15","1996-02-04","2","30600.0","594","1012","Hazard Management System","9","13.636","1","0","3","Travelling Problem","1"
"E002487","L.Z.I.Premasiri","34","Female","Single","No","Software Engineering Intern","Software","2000-01-18","2006-08-19","6","26700.0","419","5797","Budget Management Centre","0","1.418","1","0","1","","0"
"E002488","C.U.Rayen","45","Male","Single","No","Software Engineering Intern","Software","1989-12-23","2000-11-19","11","26700.0","454","7742","CAT Migration","18","81.002","1","0","0","","0"
"E002489","Y.O.J.Abdulla","50","Female","Married","No","IT Officer - Intern","IT","2002-07-19","2003-02-15","1","25400.0","351","1157","Risk Management System","9","78.422","2","1","3","Lack of benefits","1"
"E002490","P.Y.V.Hettiarachchi","48","Female","Single","No","","","1972-08-31","1994-06-11","22","0.0","0","1669","Covance","10","63.289","1","0","4","Travelling Problem","1"
"E002491","C.U.X.George","25","Female","Married","No","IT Officer - Intern","IT","1998-08-11","2013-01-26","15","25400.0","376","9940","Budget Management Centre","8","37.984","1","3","3","Travelling Problem","1"
"E002492","O.Z.Bandaranayake","31","Male","Married","No","IT Trainee","IT","1981-06-09","2010-02-28","29","20500.0","292","4630","Telemar","3","34.695","4","0","3","Low salary and Lack of benefits","1"
"E002493","E.Z.Motha","46","Female","Married","No","IT","IT","2007-12-26","2013-03-31","6","20500.0","333","8132","Telemar","13","94.667","3","5","1","Lack of benefits","1"
"E002494","O.Nanadasiri","47","Female","Married","No","Junior Business Analyst","Financial","2010-08-21","2014-10-05","4","22500.0","201","4652","New York Life","3","13.087","2","3","1","Lack of benefits","1"
"E002495","H.Senarathna","22","Female","Married","No","Sales Executive","Financial","1976-08-11","1980-01-08","4","31500.0","702","7394","Claim Administration System Migration","3","1.532","3","1","2","","0"
"E002496","K.C.F.Jayasuriya","25","Male","Single","Yes","IT App Man","IT","1993-01-06","2007-08-16","14","53000.0","3924","7993","Trico","20","35.954","1","0","2","","0"
"E002497","E.N.Q.Nanadasiri","28","Female","Married","No","Junior Designer","Software","1990-09-17","1992-05-02","2","30600.0","588","5607","Budget Management Centre","19","35.99","2","4","2","Lack of benefits","1"
"E002498","P.Q.G.Motha","49","Female","Married","Yes","Software Architecturer","Planning","1997-08-01","2004-04-06","7","80400.0","1409","6895","Hazard Management System","15","81.24","1","3","3","Lack of benefits","1"
"E002499","I.O.B.Zoysa","36","Female","Single","No","IT","IT","2001-10-08","2010-08-25","9","20500.0","397","6172","Interplan","3","16.472","2","0","3","Travelling Problem","1"
"E002500","E.A.Seram","21","Female","Single","No","IT Trainee","IT","2007-02-12","2012-05-15","5","20500.0","239","7027","Ethna","15","72.164","0","0","1","","0"
"E002501","Y.E.C.L.Motha","32","Female","Single","No","Junior Designer","Software","1976-11-17","1989-10-18","13","30600.0","625","5860","Btaf","20","65.85","1","0","5","Travelling Problem","1"
"E002502","E.I.B.E.Hettiarachchi","28","Female","Married","No","Developer Intern","Software","1999-09-17","2006-01-08","7","27600.0","456","4842","Btaf","2","63.786","5","1","2","Lack of benefits","1"
